car-type,car-id,visit,start_time,end_time,stay_duration,stops,num_generalgate,num_rangerstop,num_camping,num_rangerbase,num_gate,total_visit,total_stay_duration,total_stops,total_num_generalgate,total_num_rangerstop,total_num_camping,total_num_rangerbase,total_num_gate
1,20150003060007-767,0,2015-06-03T18:00:07Z,2015-06-03T19:09:21Z,1.153888888888889,8,4,2,0,0,0,1,1.153888888888889,8,4,2,0,0,0
1,20150004010051-792,0,2015-09-04T13:00:51Z,2015-09-04T14:58:41Z,1.9638888888888888,17,9,4,2,0,0,1,1.9638888888888888,17,9,4,2,0,0
1,20150004030017-259,0,2015-09-04T15:00:17Z,2015-09-05T10:36:38Z,19.605833333333333,5,1,0,2,0,0,1,19.605833333333333,5,1,0,2,0,0
1,20150004050003-330,0,2015-08-04T05:00:03Z,2015-08-04T05:25:42Z,0.4275,2,0,0,0,0,0,1,0.4275,2,0,0,0,0,0
1,20150005020044-437,0,2015-07-05T14:00:44Z,2015-07-06T22:13:45Z,32.216944444444444,11,5,2,2,0,0,1,32.216944444444444,11,5,2,2,0,0
1,20150005080045-118,0,2015-07-05T08:00:45Z,2015-07-05T13:01:48Z,5.0175,10,4,2,2,0,0,1,5.0175,10,4,2,2,0,0
1,20150005120027-336,0,2015-10-05T12:00:27Z,2015-10-05T12:25:25Z,0.4161111111111111,3,1,0,0,0,0,1,0.4161111111111111,3,1,0,0,0,0
1,20150006010020-419,0,2015-06-06T13:00:20Z,2015-06-07T18:59:08Z,29.980000000000004,5,1,0,2,0,0,1,29.980000000000004,5,1,0,2,0,0
1,20150006070008-822,0,2015-07-06T07:00:08Z,2015-07-06T10:22:44Z,3.3766666666666665,6,2,0,2,0,0,1,3.3766666666666665,6,2,0,2,0,0
1,20150007020012-126,0,2015-08-07T14:00:12Z,2015-08-13T08:17:49Z,138.29361111111112,12,6,2,2,0,0,1,138.29361111111112,12,6,2,2,0,0
1,20150007040000-591,0,2015-08-07T16:00:00Z,2015-08-07T17:08:28Z,1.1411111111111112,10,4,2,2,0,0,1,1.1411111111111112,10,4,2,2,0,0
1,20150007040001-180,0,2015-07-07T16:00:01Z,2015-07-07T18:03:15Z,2.053888888888889,17,9,4,2,0,0,1,2.053888888888889,17,9,4,2,0,0
1,20150007060003-154,0,2015-05-07T18:00:03Z,2015-05-07T18:19:59Z,0.3322222222222222,2,0,0,0,0,0,1,0.3322222222222222,2,0,0,0,0,0
1,20150007120029-935,0,2015-07-07T00:00:29Z,2015-07-07T00:55:56Z,0.9241666666666667,6,2,2,0,0,0,1,0.9241666666666667,6,2,2,0,0,0
1,20150008010008-348,0,2015-05-08T01:00:08Z,2015-05-08T01:31:24Z,0.5211111111111111,3,1,0,0,0,0,1,0.5211111111111111,3,1,0,0,0,0
1,20150008060003-21,0,2015-06-08T06:00:03Z,2015-06-11T16:29:18Z,82.4875,11,5,2,2,0,0,1,82.4875,11,5,2,2,0,0
1,20150009040035-292,0,2015-09-09T16:00:35Z,2015-09-12T23:24:04Z,79.39138888888888,12,6,2,2,0,0,1,79.39138888888888,12,6,2,2,0,0
1,20150009060037-852,0,2015-08-09T06:00:37Z,2015-08-19T22:28:48Z,256.4697222222222,11,5,2,2,0,0,1,256.4697222222222,11,5,2,2,0,0
1,20150009110038-258,0,2015-08-09T11:00:38Z,2015-08-09T12:00:28Z,0.9972222222222222,7,3,0,2,0,0,1,0.9972222222222222,7,3,0,2,0,0
1,20150010010032-566,0,2015-07-10T01:00:32Z,2015-07-10T01:33:13Z,0.5447222222222221,7,3,2,0,0,0,1,0.5447222222222221,7,3,2,0,0,0
1,20150010040037-125,0,2015-07-10T16:00:37Z,2015-07-11T19:31:09Z,27.508888888888883,6,2,0,2,0,0,1,27.508888888888883,6,2,0,2,0,0
1,20150010050052-231,0,2015-06-10T17:00:52Z,2015-06-11T14:25:15Z,21.406388888888888,18,10,4,2,0,0,1,21.406388888888888,18,10,4,2,0,0
1,20150010080005-370,0,2015-08-10T08:00:05Z,2015-08-11T13:15:36Z,29.25861111111111,5,1,0,2,0,0,1,29.25861111111111,5,1,0,2,0,0
1,20150010100022-558,0,2015-08-10T10:00:22Z,2015-08-10T11:23:10Z,1.38,9,3,2,2,0,0,1,1.38,9,3,2,2,0,0
1,20150010120016-560,0,2015-06-10T00:00:16Z,2015-06-10T00:31:00Z,0.5122222222222222,4,2,0,0,0,0,1,0.5122222222222222,4,2,0,0,0,0
1,20150010120021-402,0,2015-08-10T12:00:21Z,2015-08-10T12:52:46Z,0.8736111111111111,11,5,2,2,0,0,1,0.8736111111111111,11,5,2,2,0,0
1,20150010120037-8,0,2015-07-10T12:00:37Z,2015-07-23T13:06:31Z,313.09833333333336,6,2,0,2,0,0,1,313.09833333333336,6,2,0,2,0,0
1,20150011120023-724,0,2015-07-11T12:00:23Z,2015-07-13T17:31:06Z,53.511944444444445,6,2,0,2,0,0,1,53.511944444444445,6,2,0,2,0,0
1,20150012080004-451,0,2015-08-12T08:00:04Z,2015-08-12T09:43:54Z,1.7305555555555556,14,6,4,2,0,0,1,1.7305555555555556,14,6,4,2,0,0
1,20150013020033-816,0,2015-06-13T14:00:33Z,2015-06-16T21:14:03Z,79.225,14,6,4,2,0,0,1,79.225,14,6,4,2,0,0
1,20150013040059-365,0,2015-06-13T16:00:59Z,2015-06-13T16:41:10Z,0.6697222222222222,6,2,0,2,0,0,1,0.6697222222222222,6,2,0,2,0,0
1,20150013050035-283,0,2015-07-13T05:00:35Z,2015-07-13T09:53:31Z,4.8822222222222225,18,10,4,2,0,0,1,4.8822222222222225,18,10,4,2,0,0
1,20150013110026-797,0,2015-06-13T11:00:26Z,2015-06-14T17:22:08Z,30.36166666666666,6,2,0,2,0,0,1,30.36166666666666,6,2,0,2,0,0
1,20150014020055-887,0,2015-10-14T02:00:55Z,2015-10-14T02:29:23Z,0.47444444444444445,3,1,0,0,0,0,1,0.47444444444444445,3,1,0,0,0,0
1,20150014120010-306,0,2015-09-14T12:00:10Z,2015-09-14T12:36:36Z,0.6072222222222222,4,2,0,0,0,0,1,0.6072222222222222,4,2,0,0,0,0
1,20150015070013-394,0,2015-07-15T07:00:13Z,2015-07-15T10:53:59Z,3.8961111111111113,9,3,2,2,0,0,1,3.8961111111111113,9,3,2,2,0,0
1,20150016010043-705,0,2015-09-16T13:00:43Z,2015-09-16T13:45:40Z,0.7491666666666666,5,1,0,2,0,0,1,0.7491666666666666,5,1,0,2,0,0
1,20150016040038-159,0,2015-06-16T04:00:38Z,2015-06-16T05:09:20Z,1.145,8,4,2,0,0,0,1,1.145,8,4,2,0,0,0
1,20150016090024-567,0,2015-07-16T09:00:24Z,2015-07-16T10:29:04Z,1.4777777777777779,5,1,0,2,0,0,1,1.4777777777777779,5,1,0,2,0,0
1,20150016090035-720,0,2015-08-16T09:00:35Z,2015-08-17T08:32:46Z,23.53638888888889,17,9,4,2,0,0,1,23.53638888888889,17,9,4,2,0,0
1,20150016120045-845,0,2015-05-16T12:00:45Z,2015-05-16T13:30:43Z,1.4994444444444444,12,6,2,2,0,0,1,1.4994444444444444,12,6,2,2,0,0
1,20150017040038-392,0,2015-09-17T16:00:38Z,2015-09-22T14:27:37Z,118.44972222222222,12,4,4,2,0,0,1,118.44972222222222,12,4,4,2,0,0
1,20150017050047-192,0,2015-05-17T05:00:47Z,2015-05-17T05:34:59Z,0.57,6,2,2,0,0,0,1,0.57,6,2,2,0,0,0
1,20150018080022-664,0,2015-09-18T08:00:22Z,2015-09-19T16:46:17Z,32.765277777777776,20,12,4,2,0,0,1,32.765277777777776,20,12,4,2,0,0
1,20150018100013-569,0,2015-09-18T10:00:13Z,2015-09-22T10:40:24Z,96.66972222222222,11,5,2,2,0,0,1,96.66972222222222,11,5,2,2,0,0
1,20150018110057-525,0,2015-08-18T11:00:57Z,2015-08-20T13:54:21Z,50.89000000000001,13,7,2,2,0,0,1,50.89000000000001,13,7,2,2,0,0
1,20150019010004-372,0,2015-07-19T13:00:04Z,2015-07-21T23:30:52Z,58.513333333333335,16,8,4,2,0,0,1,58.513333333333335,16,8,4,2,0,0
1,20150019010055-677,0,2015-08-19T13:00:55Z,2015-08-22T22:05:49Z,81.08166666666666,8,4,0,2,0,0,1,81.08166666666666,8,4,0,2,0,0
1,20150019040039-358,0,2015-08-19T16:00:39Z,2015-08-27T18:48:08Z,194.7913888888889,16,8,4,2,0,0,1,194.7913888888889,16,8,4,2,0,0
1,20150019040047-472,0,2015-06-19T16:00:47Z,2015-06-19T17:05:49Z,1.083888888888889,11,5,2,2,0,0,1,1.083888888888889,11,5,2,2,0,0
1,20150020070057-880,0,2015-07-20T19:00:57Z,2015-07-20T19:28:19Z,0.45611111111111113,6,2,2,0,0,0,1,0.45611111111111113,6,2,2,0,0,0
1,20150020090018-839,0,2015-08-20T09:00:18Z,2015-08-25T14:34:53Z,125.57638888888889,14,6,4,2,0,0,1,125.57638888888889,14,6,4,2,0,0
1,20150022040009-518,0,2015-07-22T16:00:09Z,2015-07-28T19:00:40Z,147.00861111111112,16,8,4,2,0,0,1,147.00861111111112,16,8,4,2,0,0
1,20150022090025-737,0,2015-07-22T09:00:25Z,2015-07-23T14:45:51Z,29.757222222222218,14,6,4,2,0,0,1,29.757222222222218,14,6,4,2,0,0
1,20150022120004-986,0,2015-05-22T12:00:04Z,2015-05-22T12:47:31Z,0.7908333333333334,6,2,2,0,0,0,1,0.7908333333333334,6,2,2,0,0,0
1,20150023080039-257,0,2015-07-23T08:00:39Z,2015-07-23T09:03:36Z,1.0491666666666666,8,4,0,2,0,0,1,1.0491666666666666,8,4,0,2,0,0
1,20150024030045-709,0,2015-06-24T15:00:45Z,2015-06-24T15:56:45Z,0.9333333333333333,9,5,2,0,0,0,1,0.9333333333333333,9,5,2,0,0,0
1,20150024060019-914,0,2015-06-24T06:00:19Z,2015-06-30T14:02:18Z,152.03305555555556,13,7,2,2,0,0,1,152.03305555555556,13,7,2,2,0,0
1,20150024060036-489,0,2015-07-24T06:00:36Z,2015-07-24T07:26:17Z,1.4280555555555556,12,6,2,2,0,0,1,1.4280555555555556,12,6,2,2,0,0
1,20150024090008-901,0,2015-06-24T09:00:08Z,2015-06-28T20:20:59Z,107.3475,9,3,2,2,0,0,1,107.3475,9,3,2,2,0,0
1,20150024110011-994,0,2015-06-24T11:00:11Z,2015-06-24T12:16:29Z,1.2716666666666667,12,4,4,2,0,0,1,1.2716666666666667,12,4,4,2,0,0
1,20150024110036-855,0,2015-07-24T11:00:36Z,2015-08-03T08:24:50Z,237.4038888888889,12,6,2,2,0,0,1,237.4038888888889,12,6,2,2,0,0
1,20150024120056-588,0,2015-08-24T12:00:56Z,2015-08-26T14:28:55Z,50.466388888888886,12,6,2,2,0,0,1,50.466388888888886,12,6,2,2,0,0
1,20150025100027-993,0,2015-06-25T10:00:27Z,2015-06-25T10:31:04Z,0.5102777777777778,3,1,0,0,0,0,1,0.5102777777777778,3,1,0,0,0,0
1,20150026070015-698,0,2015-08-26T07:00:15Z,2015-08-27T18:19:57Z,35.32833333333333,16,8,4,2,0,0,1,35.32833333333333,16,8,4,2,0,0
1,20150026110019-851,0,2015-10-26T11:00:19Z,2015-10-26T12:02:27Z,1.0355555555555556,10,4,2,2,0,0,1,1.0355555555555556,10,4,2,2,0,0
1,20150027100028-509,0,2015-08-27T10:00:28Z,2015-09-02T12:38:43Z,146.6375,17,9,4,2,0,0,1,146.6375,17,9,4,2,0,0
1,20150027100030-310,0,2015-06-27T10:00:30Z,2015-06-29T17:29:15Z,55.47916666666667,14,6,4,2,0,0,1,55.47916666666667,14,6,4,2,0,0
1,20150028030041-325,0,2015-05-28T15:00:41Z,2015-06-02T20:57:11Z,125.94166666666666,11,5,2,2,0,0,1,125.94166666666666,11,5,2,2,0,0
1,20150028060003-741,0,2015-08-28T06:00:03Z,2015-09-01T07:50:19Z,97.83777777777777,4,0,0,2,0,0,1,97.83777777777777,4,0,0,2,0,0
1,20150028060011-953,0,2015-07-28T06:00:11Z,2015-07-28T08:35:26Z,2.5875,9,3,2,2,0,0,1,2.5875,9,3,2,2,0,0
1,20150029020040-164,0,2015-09-29T14:00:40Z,2015-09-30T11:41:51Z,21.68638888888889,18,10,4,2,0,0,1,21.68638888888889,18,10,4,2,0,0
1,20150030050037-993,0,2015-07-30T17:00:37Z,2015-07-31T08:47:23Z,15.779444444444444,18,10,4,2,0,0,1,15.779444444444444,18,10,4,2,0,0
1,20150030070026-128,0,2015-09-30T07:00:26Z,2015-10-03T09:50:06Z,74.82777777777778,14,6,4,2,0,0,1,74.82777777777778,14,6,4,2,0,0
1,20150030080014-34,0,2015-08-30T08:00:14Z,2015-08-30T09:06:45Z,1.1086111111111112,10,4,2,2,0,0,1,1.1086111111111112,10,4,2,2,0,0
1,20150030090047-958,0,2015-06-30T09:00:47Z,2015-06-30T09:34:55Z,0.5688888888888889,7,3,2,0,0,0,1,0.5688888888888889,7,3,2,0,0,0
1,20150031030030-236,0,2015-07-31T15:00:30Z,2015-08-01T17:25:29Z,26.41638888888889,6,2,0,2,0,0,1,26.41638888888889,6,2,0,2,0,0
1,20150031040021-961,0,2015-07-31T16:00:21Z,2015-07-31T17:16:40Z,1.2719444444444445,11,5,2,2,0,0,1,1.2719444444444445,11,5,2,2,0,0
1,20150031050048-776,0,2015-07-31T05:00:48Z,2015-07-31T16:35:13Z,11.573611111111111,16,8,4,2,0,0,1,11.573611111111111,16,8,4,2,0,0
1,20150031060051-429,0,2015-07-31T06:00:51Z,2015-08-04T12:46:25Z,102.75944444444444,13,7,2,2,0,0,1,102.75944444444444,13,7,2,2,0,0
1,20150031070053-947,0,2015-08-31T07:00:53Z,2015-09-05T17:13:15Z,130.2061111111111,5,1,0,2,0,0,1,130.2061111111111,5,1,0,2,0,0
1,20150031100003-289,0,2015-10-31T10:00:03Z,2015-10-31T10:53:15Z,0.8866666666666667,6,2,2,0,0,0,1,0.8866666666666667,6,2,2,0,0,0
1,20150101110137-214,0,2015-07-01T11:01:37Z,2015-07-01T12:10:21Z,1.1455555555555557,10,4,2,2,0,0,1,1.1455555555555557,10,4,2,2,0,0
1,20150102020155-899,0,2015-08-02T14:01:55Z,2015-08-03T14:53:00Z,24.851388888888888,17,9,4,2,0,0,1,24.851388888888888,17,9,4,2,0,0
1,20150102080136-341,0,2015-07-02T08:01:36Z,2015-07-02T09:14:00Z,1.2066666666666668,14,6,4,2,0,0,1,1.2066666666666668,14,6,4,2,0,0
1,20150102120122-682,0,2015-07-02T12:01:22Z,2015-07-02T13:10:26Z,1.1511111111111112,8,4,2,0,0,0,1,1.1511111111111112,8,4,2,0,0,0
1,20150102120151-257,0,2015-06-02T12:01:51Z,2015-06-04T10:12:21Z,46.175,11,5,2,2,0,0,1,46.175,11,5,2,2,0,0
1,20150103020130-343,0,2015-06-03T14:01:30Z,2015-06-10T20:56:04Z,174.90944444444443,13,7,2,2,0,0,1,174.90944444444443,13,7,2,2,0,0
1,20150103040138-632,0,2015-07-03T16:01:38Z,2015-07-05T10:19:57Z,42.305277777777775,12,4,4,2,0,0,1,42.305277777777775,12,4,4,2,0,0
1,20150103100107-497,0,2015-07-03T10:01:07Z,2015-07-05T17:36:01Z,55.58166666666666,16,8,4,2,0,0,1,55.58166666666666,16,8,4,2,0,0
1,20150104030100-971,0,2015-08-04T03:01:00Z,2015-08-04T03:18:53Z,0.2980555555555556,2,0,0,0,0,0,1,0.2980555555555556,2,0,0,0,0,0
1,20150104040106-481,0,2015-06-04T16:01:06Z,2015-06-12T10:43:38Z,186.70888888888888,7,3,0,2,0,0,1,186.70888888888888,7,3,0,2,0,0
1,20150104050127-736,0,2015-08-04T17:01:27Z,2015-08-05T17:28:13Z,24.446111111111115,7,3,0,2,0,0,1,24.446111111111115,7,3,0,2,0,0
1,20150104120127-678,0,2015-08-04T12:01:27Z,2015-08-04T12:30:39Z,0.4866666666666667,7,3,2,0,0,0,1,0.4866666666666667,7,3,2,0,0,0
1,20150105040155-8,0,2015-07-05T16:01:55Z,2015-07-11T12:39:53Z,140.6327777777778,9,3,2,2,0,0,1,140.6327777777778,9,3,2,2,0,0
1,20150105060134-242,0,2015-07-05T06:01:34Z,2015-07-22T11:19:38Z,413.3011111111111,4,0,0,2,0,0,1,413.3011111111111,4,0,0,2,0,0
1,20150105070153-470,0,2015-09-05T07:01:53Z,2015-09-15T17:06:37Z,250.07888888888886,11,5,2,2,0,0,1,250.07888888888886,11,5,2,2,0,0
1,20150105080122-729,0,2015-07-05T08:01:22Z,2015-07-08T20:59:53Z,84.97527777777778,17,9,4,2,0,0,1,84.97527777777778,17,9,4,2,0,0
1,20150105080156-835,0,2015-05-05T08:01:56Z,2015-05-05T09:00:04Z,0.9688888888888889,8,4,2,0,0,0,1,0.9688888888888889,8,4,2,0,0,0
1,20150105090139-623,0,2015-07-05T09:01:39Z,2015-07-12T13:39:00Z,172.6225,16,8,4,2,0,0,1,172.6225,16,8,4,2,0,0
1,20150106030143-319,0,2015-08-06T15:01:43Z,2015-08-08T12:18:13Z,45.275,10,4,2,2,0,0,1,45.275,10,4,2,2,0,0
1,20150106080108-146,0,2015-07-06T08:01:08Z,2015-07-06T08:59:54Z,0.9794444444444445,9,3,2,2,0,0,1,0.9794444444444445,9,3,2,2,0,0
1,20150106080113-871,0,2015-07-06T08:01:13Z,2015-07-07T21:34:04Z,37.5475,17,9,4,2,0,0,1,37.5475,17,9,4,2,0,0
1,20150107100101-687,0,2015-05-07T10:01:01Z,2015-05-07T10:18:19Z,0.28833333333333333,2,0,0,0,0,0,1,0.28833333333333333,2,0,0,0,0,0
1,20150108040111-888,0,2015-06-08T16:01:11Z,2015-06-10T22:27:48Z,54.44361111111111,12,6,2,2,0,0,1,54.44361111111111,12,6,2,2,0,0
1,20150108040141-642,0,2015-06-08T16:01:41Z,2015-06-10T20:44:11Z,52.70833333333333,11,5,2,2,0,0,1,52.70833333333333,11,5,2,2,0,0
1,20150108060104-840,0,2015-09-08T06:01:04Z,2015-09-17T17:19:58Z,227.31499999999997,7,3,0,2,0,0,1,227.31499999999997,7,3,0,2,0,0
1,20150108080154-471,0,2015-07-08T08:01:54Z,2015-07-09T17:57:29Z,33.92638888888889,6,2,0,2,0,0,1,33.92638888888889,6,2,0,2,0,0
1,20150108090148-800,0,2015-09-08T09:01:48Z,2015-09-08T10:32:39Z,1.5141666666666667,11,5,2,2,0,0,1,1.5141666666666667,11,5,2,2,0,0
1,20150108100148-571,0,2015-05-08T22:01:48Z,2015-05-08T22:58:55Z,0.9519444444444445,8,4,2,0,0,0,1,0.9519444444444445,8,4,2,0,0,0
1,20150108120140-67,0,2015-08-08T12:01:40Z,2015-08-09T08:05:47Z,20.06861111111111,7,3,0,2,0,0,1,20.06861111111111,7,3,0,2,0,0
1,20150109060133-67,0,2015-08-09T06:01:33Z,2015-08-10T11:01:52Z,29.005277777777778,11,5,2,2,0,0,1,29.005277777777778,11,5,2,2,0,0
1,20150109090104-441,0,2015-08-09T09:01:04Z,2015-08-09T10:30:05Z,1.4836111111111112,16,8,4,2,0,0,1,1.4836111111111112,16,8,4,2,0,0
1,20150110010138-303,0,2015-06-10T01:01:38Z,2015-06-10T01:33:34Z,0.5322222222222223,6,2,2,0,0,0,1,0.5322222222222223,6,2,2,0,0,0
1,20150110050107-785,0,2015-05-10T17:01:07Z,2015-05-10T17:22:04Z,0.3491666666666667,2,0,0,0,0,0,1,0.3491666666666667,2,0,0,0,0,0
1,20150110060107-684,0,2015-09-10T06:01:07Z,2015-09-17T14:57:25Z,176.93833333333333,13,7,2,2,0,0,1,176.93833333333333,13,7,2,2,0,0
1,20150110100128-45,0,2015-05-10T22:01:28Z,2015-05-10T22:29:38Z,0.46944444444444444,3,1,0,0,0,0,1,0.46944444444444444,3,1,0,0,0,0
1,20150111030116-821,0,2015-07-11T15:01:16Z,2015-07-13T21:37:46Z,54.60833333333334,11,5,2,2,0,0,1,54.60833333333334,11,5,2,2,0,0
1,20150111080117-6,0,2015-05-11T20:01:17Z,2015-05-11T20:35:24Z,0.5686111111111111,6,2,2,0,0,0,1,0.5686111111111111,6,2,2,0,0,0
1,20150112050122-27,0,2015-07-12T17:01:22Z,2015-07-16T23:01:49Z,102.0075,11,5,2,2,0,0,1,102.0075,11,5,2,2,0,0
1,20150112050156-642,0,2015-06-12T17:01:56Z,2015-06-14T22:23:39Z,53.36194444444444,14,6,4,2,0,0,1,53.36194444444444,14,6,4,2,0,0
1,20150112060145-428,0,2015-07-12T06:01:45Z,2015-07-13T06:53:05Z,24.855555555555554,16,8,4,2,0,0,1,24.855555555555554,16,8,4,2,0,0
1,20150112110110-857,0,2015-08-12T11:01:10Z,2015-08-16T15:50:44Z,100.82611111111112,10,4,2,2,0,0,1,100.82611111111112,10,4,2,2,0,0
1,20150112110147-385,0,2015-06-12T11:01:47Z,2015-06-20T13:49:16Z,194.7913888888889,9,3,2,2,0,0,1,194.7913888888889,9,3,2,2,0,0
1,20150113020105-915,0,2015-09-13T14:01:05Z,2015-09-14T12:41:27Z,22.672777777777778,13,7,2,2,0,0,1,22.672777777777778,13,7,2,2,0,0
1,20150113030159-936,0,2015-06-13T15:01:59Z,2015-06-15T22:29:46Z,55.463055555555556,11,5,2,2,0,0,1,55.463055555555556,11,5,2,2,0,0
1,20150113120100-489,0,2015-09-13T12:01:00Z,2015-09-13T13:42:51Z,1.6975,16,8,4,2,0,0,1,1.6975,16,8,4,2,0,0
1,20150113120141-485,0,2015-08-13T12:01:41Z,2015-08-15T12:29:52Z,48.46972222222223,9,3,2,2,0,0,1,48.46972222222223,9,3,2,2,0,0
1,20150114010135-879,0,2015-09-14T13:01:35Z,2015-09-20T07:24:21Z,138.37944444444443,5,1,0,2,0,0,1,138.37944444444443,5,1,0,2,0,0
1,20150114030106-231,0,2015-06-14T15:01:06Z,2015-06-15T10:05:49Z,19.078611111111112,5,1,0,2,0,0,1,19.078611111111112,5,1,0,2,0,0
1,20150114060124-678,0,2015-08-14T06:01:24Z,2015-08-14T08:48:22Z,2.7827777777777776,14,6,4,2,0,0,1,2.7827777777777776,14,6,4,2,0,0
1,20150115010131-543,0,2015-09-15T13:01:31Z,2015-09-16T10:29:33Z,21.467222222222222,11,5,2,2,0,0,1,21.467222222222222,11,5,2,2,0,0
1,20150115080147-541,0,2015-08-15T08:01:47Z,2015-08-17T21:23:37Z,61.36388888888889,8,4,0,2,0,0,1,61.36388888888889,8,4,0,2,0,0
1,20150115090108-931,0,2015-09-15T21:01:08Z,2015-09-15T21:48:06Z,0.7827777777777778,7,3,2,0,0,0,1,0.7827777777777778,7,3,2,0,0,0
1,20150115110144-566,0,2015-07-15T11:01:44Z,2015-07-18T20:18:53Z,81.28583333333333,13,7,2,2,0,0,1,81.28583333333333,13,7,2,2,0,0
1,20150116070109-391,0,2015-08-16T07:01:09Z,2015-08-19T09:33:54Z,74.54583333333333,9,3,2,2,0,0,1,74.54583333333333,9,3,2,2,0,0
1,20150116110131-176,0,2015-07-16T11:01:31Z,2015-07-16T11:56:58Z,0.9241666666666667,9,5,2,0,0,0,1,0.9241666666666667,9,5,2,0,0,0
1,20150117050111-877,0,2015-08-17T05:01:11Z,2015-08-17T05:59:26Z,0.9708333333333333,8,4,2,0,0,0,1,0.9708333333333333,8,4,2,0,0,0
1,20150117050152-613,0,2015-08-17T17:01:52Z,2015-08-17T17:34:17Z,0.5402777777777777,3,1,0,0,0,0,1,0.5402777777777777,3,1,0,0,0,0
1,20150117060105-392,0,2015-07-17T06:01:05Z,2015-07-18T23:06:01Z,41.08222222222222,17,9,4,2,0,0,1,41.08222222222222,17,9,4,2,0,0
1,20150117070118-157,0,2015-09-17T07:01:18Z,2015-09-20T18:35:39Z,83.5725,12,6,2,2,0,0,1,83.5725,12,6,2,2,0,0
1,20150117110134-691,0,2015-06-17T11:01:34Z,2015-06-17T12:54:32Z,1.8827777777777779,18,10,4,2,0,0,1,1.8827777777777779,18,10,4,2,0,0
1,20150118010148-280,0,2015-06-18T13:01:48Z,2015-06-18T14:10:53Z,1.1513888888888888,8,4,2,0,0,0,1,1.1513888888888888,8,4,2,0,0,0
1,20150118110157-82,0,2015-06-18T11:01:57Z,2015-06-26T07:43:57Z,188.7,9,3,2,2,0,0,1,188.7,9,3,2,2,0,0
1,20150119090129-183,0,2015-09-19T09:01:29Z,2015-10-03T08:19:58Z,335.30805555555554,12,6,2,2,0,0,1,335.30805555555554,12,6,2,2,0,0
1,20150119100120-362,0,2015-07-19T22:01:20Z,2015-07-19T22:20:33Z,0.3202777777777778,2,0,0,0,0,0,1,0.3202777777777778,2,0,0,0,0,0
1,20150120010150-561,0,2015-07-20T13:01:50Z,2015-07-20T13:33:39Z,0.5302777777777777,5,1,0,2,0,0,1,0.5302777777777777,5,1,0,2,0,0
1,20150120020159-683,0,2015-06-20T14:01:59Z,2015-06-21T14:52:01Z,24.83388888888889,17,9,4,2,0,0,1,24.83388888888889,17,9,4,2,0,0
1,20150120080147-213,0,2015-06-20T08:01:47Z,2015-06-20T08:39:38Z,0.6308333333333334,5,1,0,2,0,0,1,0.6308333333333334,5,1,0,2,0,0
1,20150121010129-985,0,2015-06-21T13:01:29Z,2015-06-21T15:07:28Z,2.0997222222222223,16,8,4,2,0,0,1,2.0997222222222223,16,8,4,2,0,0
1,20150121020117-781,0,2015-07-21T14:01:17Z,2015-07-25T15:03:57Z,97.04444444444445,7,3,0,2,0,0,1,97.04444444444445,7,3,0,2,0,0
1,20150121030143-599,0,2015-08-21T15:01:43Z,2015-08-23T22:45:44Z,55.73361111111111,12,6,2,2,0,0,1,55.73361111111111,12,6,2,2,0,0
1,20150121050143-645,0,2015-05-21T17:01:43Z,2015-05-21T17:31:33Z,0.49722222222222223,7,3,2,0,0,0,1,0.49722222222222223,7,3,2,0,0,0
